"code_id","code_header_id","code_name","code_description","code_sort_order","valid_from","valid_to","created_at","updated_at","created_by_user_id","updated_by_user_id","code_description_long","custom_1"
1062,139,Wolv,Wolverine,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 36}"
1063,139,Chas,Chase,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 37}"
1064,139,Thut,Thutade,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 38}"
420,177,N,No,,2020-10-29 00:00:00,,2021-03-02 09:01:46,2021-03-02 09:01:46,1,,Presence of juvenile not detected,
421,177,Y,Yes,,2020-10-29 00:00:00,,2021-03-02 09:01:46,2021-03-02 09:01:46,1,,Presence of juvenile detected,
483,139,CAR-47,Little Rancheria,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
484,139,CAR-28,Maxhamish,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
485,139,CAR-22,Moberly,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
423,177,U,Unknown,,2020-10-29 00:00:00,,2021-03-02 09:01:46,2021-03-02 09:01:46,1,,Presence of juvenile is unknown,
486,139,CAR-5,Monashee,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
487,139,CAR-41,Muskwa,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
488,139,CAR-18,Narraway,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
489,139,CAR-15,Narrow Lake,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
490,139,CAR-14,North Cariboo,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
491,139,CAR-40,Pink Mountain,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
2,1,"4",Kootenay,,2020-10-22 14:22:54,,2020-10-22 14:22:54,2020-10-22 14:22:54,1,,Region,
448,180,C,Global Positioning System-Very High Frequency,,2021-03-02 00:00:00,2021-08-25 11:06:57,2021-03-02 09:57:10,2021-03-02 09:57:10,1,,Both GPS and VHF signal have  malfunctioned,
450,180,U,Unknown,,2021-03-02 00:00:00,2021-08-25 11:06:57,2021-03-02 09:57:10,2021-03-02 09:57:10,1,,Unknown how device malfunctioned,
380,145,GLOBALSTAR,Globalstar,,2020-10-27 00:00:00,,2020-11-10 10:32:05,2020-11-10 10:32:05,1,,,
434,178,DEPLOYED,Deployed,,2021-03-02 00:00:00,,2021-03-02 09:30:46,2021-03-02 09:30:46,1,,Device is deployed on an animal.,
457,139,CAR-50,Atlin,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
458,139,CAR-13,Barkerville,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
459,139,CAR-21,Burnt Pine,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
460,139,CAR-29,Calendar,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
461,139,CAR-51,Carcross,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
462,139,CAR-6,Central Rockies,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
463,139,CAR-4,Central Selkirks,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
464,139,CAR-31,Charlotte Alplands,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
465,139,CAR-37,Chase,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
466,139,CAR-25,Chinchaga,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
467,139,CAR-9,Columbia North,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
468,139,CAR-7,Columbia South,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
469,139,CAR-53,Edziza,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
470,139,CAR-39,Finlay,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
471,139,CAR-8,Frisby-Boulder,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
472,139,CAR-43,Frog,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
473,139,CAR-42,Gataga,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
474,139,CAR-16,George Mtn,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
479,139,CAR-30,Itcha-Ilgachuz,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
1065,139,Finl,Finlay,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 39}"
1066,139,PiMo,Pink Mountain,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 40}"
1067,139,Musk,Muskwa,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 41}"
1068,139,Gata,Gataga,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 42}"
1069,139,Frog,Frog,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 43}"
1070,139,Rabb,Rabbit,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 44}"
1071,139,LiPl,Liard Plateau,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 45}"
475,139,CAR-24,Graham,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
1072,139,Hors,Horseranch,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 46}"
1073,139,LiRa,Little Rancheria,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 47}"
1074,139,SwLa,Swan Lake,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 48}"
476,139,CAR-10,Groundhog,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
1075,139,LeKa,Level-Kawdy,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 49}"
1076,139,Atli,Atlin,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 50}"
1077,139,Carc,Carcross,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 51}"
1078,139,Tsen,Tsenaglode,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 52}"
1079,139,Edzi,Edziza,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 53}"
1080,139,Spat,Spatsizi,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 54}"
492,139,CAR-3,Purcell Central,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
493,139,CAR-2,Purcells South,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
494,139,CAR-19,Quintette,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
495,139,CAR-44,Rabbit,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
496,139,CAR-32,Rainbows,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
497,139,CAR-55,Scott,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
498,139,CAR-23,Redrock-Prairie Creek,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
499,139,CAR-26,Snake-Sahtaneh,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
500,139,CAR-1,South Selkirks,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
904,183,#4CE600,Quetzel Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
905,183,#00E6A9,Chrysophase,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
906,183,#005CE6,Lapis Lazuli,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
923,183,#267300,Fir Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#b2b2b2,
924,183,#00734C,Peacock Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#b2b2b2,
925,183,#004C73,Steel Blue,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#b2b2b2,
926,183,#002673,Dark Navy,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#b2b2b2,
927,183,#4C0073,Ultramarine,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#b2b2b2,
928,183,#73004C,Purple Heart,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#b2b2b2,
453,1,"1",Vancouver Island,,2021-03-02 00:00:00,,2021-03-02 10:20:08,2021-03-02 10:20:08,1,,Region,
515,1,"5",Cariboo,,2021-03-02 00:00:00,,2021-03-04 09:55:54,2021-03-04 09:55:54,1,,Region,
446,180,V,Very High Frequency,,2021-03-02 00:00:00,2021-08-25 11:06:57,2021-03-02 09:57:10,2021-03-02 09:57:10,1,,VHF signal of device has malfunctioned,
449,180,B,Battery,,2021-03-02 00:00:00,2021-08-25 11:06:57,2021-03-02 09:57:10,2021-03-02 09:57:10,1,,Premature battery failure,
437,147,SAT_GPS,SAT/GPS,,2020-10-29 00:00:00,,2021-03-02 09:43:24,2021-03-02 09:43:24,1,,"SAT/GPS tracking devices use GPS to record a device's exact location at pre-set intervals, data is logged and downloaded remotely uising global satellites to transmit data to a user's access portal (e.g., server/application/desktop). Logged data can also be downloaded when device is retrieved",
438,147,VHF,VHF,,2020-10-29 00:00:00,,2021-03-02 09:43:24,2021-03-02 09:43:24,1,,VHF is a very high frequency tracking device that emits a pulsed radio signal,
379,145,IRIDIUM,Iridium,,2020-10-27 00:00:00,,2020-11-10 10:32:05,2020-11-10 10:32:05,1,,,
958,197,WILD,wild,,2021-08-25 11:45:07,,2021-08-25 11:45:07,2021-08-25 11:45:07,,,The animal mortality occurred in the wild.,
959,197,MAT_PEN,maternity pen,,2021-08-25 11:45:07,,2021-08-25 11:45:07,2021-08-25 11:45:07,,,"The animal mortality occurred in captivity, in a maternity pen (i.e., not in the wild)",
960,197,CONS_BREED,conservation breeding centre,,2021-08-25 11:45:07,,2021-08-25 11:45:07,2021-08-25 11:45:07,,,"The animal mortality occurred in captivity, in a conservation breeding centre (i.e., not in the wild)",
961,184,TEAL,teal,,2021-08-25 11:51:27,,2021-08-25 11:51:27,2021-08-25 11:51:27,,,,
278,4,LOTEK,Lotek,,2020-10-27 00:00:00,,2020-10-28 17:16:03,2020-10-28 17:16:03,1,,Lotek Wireless,
276,4,ATS,ATS,,2020-10-27 00:00:00,,2020-10-28 17:16:03,2020-10-28 17:16:03,1,,Advanced Telemetry Systems ,
281,4,VECTRONIC,Vectronic,,2020-10-27 00:00:00,,2020-10-28 17:16:03,2020-10-28 17:16:03,1,,Vectronic Aerospace,
424,4,FOLLOWIT,Followit,,2020-10-29 00:00:00,,2021-03-02 09:17:50,2021-03-02 09:17:50,1,,Followit Sweden AB (formerly called Televilt),
425,4,TELEVIT,Televilt,,2020-10-29 00:00:00,,2021-03-02 09:17:50,2021-03-02 09:17:50,1,,Televilt/TVP Positioning AB,
432,144,PX,Potential Mortality,,2020-10-29 00:00:00,2021-05-04 00:00:00,2021-03-02 09:27:12,2021-03-02 09:27:12,1,,,
426,4,TELEONICS,Telonics,,2020-10-29 00:00:00,,2021-03-02 09:17:50,2021-03-02 09:17:50,1,,Telonics Inc.,
439,179,ADULT,Adult,,2021-03-02 00:00:00,,2021-03-02 09:52:05,2021-03-02 09:52:05,1,,Old enough to breed,
444,179,YOUNG_OF_YEAR,Young of Year,,2021-03-02 00:00:00,,2021-03-02 09:52:05,2021-03-02 09:52:05,1,,Animal is less than one year old and has not yet lived through a winter season.,
501,139,CAR-54,Spatsizi,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
502,139,CAR-48,Swan Lake,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
503,139,CAR-35,Takla,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
504,139,CAR-34,Telkwa,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
505,139,CAR-38,Thutade,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
506,139,CAR-52,Tsenaglode,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
507,139,CAR-33,Tweedsmuir,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
508,139,CAR-11,Wells Gray North,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
509,139,CAR-12,Wells Gray South,,2021-03-02 00:00:00,2021-08-26 09:01:26,2021-03-02 16:34:49,2021-03-02 16:34:49,1,,,
1081,139,RRPC,Redrock-Prairie Creek,,2021-08-26 09:02:11,,2021-08-26 09:02:11,2021-08-26 09:02:11,,,,"{""popunit_id"": 55}"
955,195,SIBLING,sibling,,2021-08-25 11:34:32,2021-08-22 12:26:00,2021-08-25 11:34:32,2021-08-25 11:34:32,,,sibling,
431,144,PM,Potential Malfunction,,2020-10-29 00:00:00,2021-05-04 00:00:00,2021-03-02 09:27:12,2021-03-02 09:27:12,1,,,
875,183,#FFBEBE,Rose Quartz,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
876,183,#FFEBBE,Sahara Sand,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
877,183,#FFEBAF,Topaz Sand,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
878,183,#FFFFBE,Yucca Yellow,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
879,183,#E9FFBE,Olivine Yellow,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
880,183,#D3FFBE,Tzavorite Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
752,184,BLACK,black,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
753,184,BLUE,blue,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
754,184,GREEN,green,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
755,184,ORANGE,orange,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
756,184,PURPLE,purple,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
757,184,RED,red,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
758,184,WHITE,white,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
759,184,YELLOW,yellow,,2021-05-04 08:12:13,,2021-05-04 08:12:13,2021-05-04 08:12:13,1,,,
881,183,#BEFFE8,Indicolite Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
882,183,#BEE8FF,Sodalite Blue,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
883,183,#BED2FF,Sugilite Sky,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
884,183,#E8BEFF,Lepidolite Lilac,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
885,183,#FFBEE8,Rhodolite Rose,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
886,183,#FF7F7F,Medium Coral Light,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
887,183,#FFA77F,Cantaloupe,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
888,183,#FFD37F,Mango,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
889,183,#D1FF73,Lemongrass,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
890,183,#A3FF73,Light Apple,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
891,183,#73FFDF,Beryl Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
892,183,#73DFFF,Apatite Blue,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
893,183,#73B2FF,Yogo Blue,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
894,183,#DF73FF,Heliotrope,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
895,183,#FF73DF,Fushia Pink,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#343434,
896,183,#AAFF00,Peridot Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
897,183,#55FF00,Medium Apple,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
898,183,#00FFC5,Tourmaline Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
899,183,#00C5FF,Big Sky Blue,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
900,183,#0082FF,Cretean Blue,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
901,183,#C500FF,Amethyst,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
902,183,#FF00C5,Ginger Pink,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
903,183,#98E600,Macaw Green,,2021-05-31 16:55:26,,2021-05-31 16:55:26,2021-05-31 16:55:26,1,,#686868,
3,1,"7",Omineca,,2020-10-22 14:22:54,,2020-10-22 14:22:54,2020-10-22 14:22:54,1,,Region,
171,1,"9",Peace,,2020-10-27 00:00:00,,2020-10-28 16:49:29,2020-10-28 16:49:29,1,,Region,
64,1,"3",Thompson,,2020-10-27 00:00:00,,2020-10-28 09:40:05,2020-10-28 09:40:05,1,,Region,
65,1,"6",Skeena,,2020-10-27 00:00:00,,2020-10-28 09:40:05,2020-10-28 09:40:05,1,,Region,
451,1,"8",Okanagan,,2021-03-02 00:00:00,,2021-03-02 10:20:08,2021-03-02 10:20:08,1,,Region,
452,1,"2",Lower Mainland,,2021-03-02 00:00:00,,2021-03-02 10:20:08,2021-03-02 10:20:08,1,,Region,
750,180,DR,Dropped,,2021-04-23 17:08:14,2021-08-25 11:06:57,2021-04-23 17:08:14,2021-04-23 17:08:14,,,,
447,180,G,GPS,,2021-03-02 00:00:00,2021-08-25 11:06:57,2021-03-02 09:57:10,2021-03-02 09:57:10,1,,GPS of device only has  malfunctioned,
945,180,VHF,VHF,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,VHF signal of device has malfunctioned.,
946,180,GPS,GPS,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,GPS transmission of device has malfunctioned.,
947,180,GPS_VHF,GPS & VHF,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,Both GPS transmission and VHF signal have malfunctioned.,
948,180,BATTERY,Battery,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,"Battery failure prior to natural end-of-life (i.e., premature battery failure).",
949,180,DROP_OFF,Drop-off,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,Drop-off module has malfunctioned.,
950,180,OTHER,Other,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,Device hardware has malfunctioned for reasons described in 'malfunction note' ,
951,180,UNKNOWN,UN,,2021-08-25 11:13:48,,2021-08-25 11:13:48,2021-08-25 11:13:48,,,Unknown,
952,145,ARGOS,Argos,,2021-08-25 11:24:03,,2021-08-25 11:24:03,2021-08-25 11:24:03,,,,
